Company,items,industry,description
뉴트리,"에버콜라겐, 지노마스터 등",기타 식품 제조업,"기업개요
동사는 천연물 유래 이너뷰티 건강기능식품 소재 및 완제품을 개발하고 유통하는 이너뷰티 전문기업임.
이너뷰티 시장을 피부건강(뷰티)식품과 다이어트 식품을 포함한 시장으로 자체 규정하고 이 시장을 타겟으로 사업을 영위하고 있음.
피부건강(뷰티), 다이어트, 건강지향적인 슈퍼푸드 식품군, 기능성 식품의 4가지 제품군으로 홈쇼핑, 온/오프라인, TM(텔레마케팅), 네트워크마케팅판매 등의 B2C 및 오프라인의 B2B 경로를 통해 판매함.
출처 : 에프앤가이드"
대봉엘에스,"원료의약품,화장품원료",의약품 제조업,"기업개요
동사는 1986년 설립 이래 쌓아온 아미노산 제조관련 핵심기술을 바탕으로 원가 및 품질경쟁력을 갖춘 업체로 원료의약품, 화장품소재, 식품첨가물 원료등을 제조 공급하고 있음.
원료의약품분야로 호흡기, 고혈압, 소화기, 고지혈증 치료제 및 아미노산 유도체를 취급하고 있으며 특히 고혈압 치료제, 호흡기 치료제 분야에 강점을 가짐.
천연화장품 COSMOS 인증을 37개 품목 완료, RSPO 정식인증 제품 유통 라이선스도 획득하였음.
출처 : 에프앤가이드"
루트로닉,의료용레이저기기,의료용 기기 제조업,"기업개요
동사는 레이저의료기기사업 등을 영위할 목적으로 1997년 7월에 설립되었으며 동사의 주식은 2006년 7월 4일자로 상장되어 코스닥시장에서 매매가 개시됨.
종속회사를 통해 미국, 일본, 중국, 유럽에 레이저 의료기기를 비롯한 각종 광학의료기기 판매 등의 사업을 영위하고 있음.
에스테틱 레이저 의료기기 국내 1위 (시장점유율 20% 이상) 기업임. 북미·유럽 등 해외 수출비중이 높음.
출처 : 에프앤가이드"
메타바이오메드,"생체분해성봉합사,근관충전재",의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 1990년 설립되어 치과용재료 및 기기, 생분해성 봉합원사, 미용성형용 원사 및 관련상품, 정형외과 및 치과용골수복재, 의료기기 제품을 연구, 개발, 생산하여 판매하고 있음.
동사 및 종속회사의 사업부문은 덴탈, 봉합사, 메디컬, 성형사, 통신장비 사업부문의 총 5개 사업부문으로 구분됨.
동사는 생체 분해성 합성 봉합원사 제품을 생산하고 있음. 합성 봉합원사 제품은 제품화 진입장벽이 높아 세계적으로 소수 기업만이 생산함.
출처 : 에프앤가이드"
보로노이,표적치료제,기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 신약 후보물질을 개발하는 연구개발 전문기업으로, 신약 후보물질을 전기임상(임상 1상, 2a) 이전에 기술이전(License-Out, L/O)하는 사업을 영위하고 있음.
동사는 세포 내 신호전달을 담당하는 550여 개의 인산화효소(Kinase) 중 질병의 원인이 되는 인산화 효소에 선택적으로 결합하여, 그 기능을 조절하여 병을 치료하는 표적치료제 분야에 집중하고 있음.
보로노이바이오와 비투에스바이오를 자회사로 두고 있음.
출처 : 에프앤가이드"
비엘,"자궁경부상피이형증 치료제, 자궁경부전암 치료백신",자연과학 및 공학 연구개발업,"기업개요
HumaMAX? platform과 MucoMAX? platform 원천기술에 대한 세계적 원천특허 및 용도특허를 근간으로 1999년 12월 설립되어 2016년 코스닥 시장에 상장됨.
MucoMAX?을 이용한 신약개발사업(자궁경부전암 치료제, 백신 아쥬반트)과 의약품 유통사업을 영위.
신규사업으로 이스라엘 와이즈만연구소의 기술지주회사인 예다와 합작하여 설립한 이스라엘 현지법인인 퀸트리젠을 통한 바이오항암신약개발사업을 추진하고 있음.
출처 : 에프앤가이드"
비트컴퓨터,의료정보시스템,소프트웨어 개발 및 공급업,"기업개요
동사는 1983년 8월 15일에 설립되었으며 1997년 7월 4일 코스닥시장에 상장됨.
주요 사업으로는 3차 의료기관부터 2차, 1차 의료기관과 약국에 이르기까지 다양한 규모의 의료기관에서 필요로 하는 의료정보사업, 디지털헬스케어사업 및 IT교육사업을 영위하고 있음.
의료정보사업부문은 병원, 의원, 약국에 이르는 의료기관에서 필요로 하는 의료정보소프트웨어를 개발, 공급하는 사업으로 창업이래 시장점유율 1위를 줄곧 유지하고 있음.
출처 : 에프앤가이드"
셀바스AI,인공지능 솔루션 등,소프트웨어 개발 및 공급업,"기업개요
동사는 1999년 설립되어 2009년 코스닥시장에 상장한 국내 1호 인공지능 전문기업임.
동사는 인공지능 전문기업으로, 24년간의 HCI 연구개발로 기술 경쟁력 강화는 물론, AI 융합 제품화와 다양한 도메인과의 협업으로 AI Digital Transformation을 주도해 나가고 있음.
현재 음성합성 국내시장점유율 1위, 국내 유일 필기지능 기업, 음성인식 인식률 98% 이상, 원천 기술 특허 79건을 보유하고 있음.
출처 : 에프앤가이드"
솔고바이오,"가정용 온열치료기, 의료기구",의료용 기기 제조업,"기업개요
동사는 척추,골절,인공관절용 생체용금속(임플란트), 외과용 수술기구, 온열전위자극기 및 온열매트 등 헬스케어 제품을 제조, 판매하는 사업을 영위함.
메디칼 사업부문에서는 외과용 수술기구는 외과용, 내과용, 정형외과용, 이비인후과용, 특수 주문품 등으로 생산 품목을 다양화하여 수입대체는 물론 해외에도 수출함.
노령인구의 증가와 척추전문병원의 확대, 탄탄한 영업 네트워크, 가격경쟁력을 바탕으로 내수시장의 수요는 꾸준히 증가할 전망임.
출처 : 에프앤가이드"
안국약품,"그랑파제, 토비콤-S",의약품 제조업,"기업개요
동사는 1959년 의약품의 제조 및 판매를 영위할 목적으로 설립되었으며 주요 제품으로는 레보텐션, 레토프라, 시네츄라 등이 있음.
진해거담제시장, 소화기계시장 등에서 높은 시장점유율을 차지하고 있으며, 주요거래처는 종합병원, 의원, 도매상, 약국 등임.
'세계적인 신약개발과 Global Marketing' 이라는 비전을 가지고, 신제품 파이프라인 강화를 목표로 연구개발에 집중함.
출처 : 에프앤가이드"
압타머사이언스,압타머기반 신약개발 및 진단제품 개발,자연과학 및 공학 연구개발업,"기업개요
동사는 2011년 4월에 포항공대에서 spin-off 한 연구개발 기반 바이오기업으로 압타머 분야의 글로벌 선도기업임.
AlloMAp과 BiFAp 2개의 플랫폼을 기반으로 당뇨 등 대사질환과 암질환 분야에서 first-in-class 신약을 개발, 글로벌 제약사에게 라이센싱하거나 regional player와 공동개발하여 수익 창출.
코로나19 치료제 및 진단키트를 개발 중이었으나, 중증화율 감소 등의 사유로 개발 중단함.
출처 : 에프앤가이드"
압타바이오,"용역매출, 유전자전달체, 압타머연구용시약",자연과학 및 공학 연구개발업,"기업개요
동사는 2019년 6월 코스닥 시장에 상장하여 3가지 독창적인 플랫폼을 바탕으로 혁신신약 개발 사업을 영위하고 있음.
연구개발은 오픈이노베이션 컨셉으로 운영되며, 신약 후보물질 도출 연구 및 컨트롤 타워 역할은 자체 연구인력에 의해 수행되고 있음.
주요 매출 유형은 기술료와 시약판매 매출로 구분되며, 시약의 경우 연구활동 과정 중 생산된 연구용 시약을 고객의 요청에 의해 간헐적 재공정 작업하여 공급하고 있음.
출처 : 에프앤가이드"
에스티팜,원료의약품,의약품 제조업,"기업개요
동사는 2008년 8월 18일 유켐 주식회사로 설립되어, 2010년 9월 30일 삼천리제약을 흡수합병하면서 상호를 에스티팜으로 변경하였음.
동사는 근간이 되는 원료의약품 CDMO사업 분야를 확장하여, 신규사업 영역으로서 새로운 치료제 분야인 핵산치료제로 진출하였음.
아시아 1위, 글로벌 3위 내의 올리고뉴클레오타이드(oligonucleotide)제조 CDMO의 경쟁력을 보유하고 있음.
출처 : 에프앤가이드"
엔지켐생명과학,"EC-18(신약), 원료의약품",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사의 사업부문은 글로벌신약개발, 원료의약품, 글로벌백신 사업부문 3가지로 구성되어 있음.
동사와 라이센싱 계약을 맺을 파트너들은 모두 글로벌 또는 해당 국가에서 의약품 마케팅을 위한 인력, 조직, 영업망 및 노하우 등을 확보하고 있는 제약사임.
글로벌신약개발 사업부문은 신약물질 EC-18의 작용기전을 활용한 다양한 파이프라인을 발견하고, 2022년 1월 Covax Marketplace(백신 제조 및 공급회사) 등록.
출처 : 에프앤가이드"
옵투스제약,티어린프리점안액,의약품 제조업,"기업개요
동사는 2002년 9월 의약품 제조 및 도매 등을 주요 사업목적으로 설립되어 2013년 11월 '하이제1호기업인수목적'과의 흡수합병을 통하여 코스닥시장에 변경상장되었음.
무방부제 점안제의 경우 자사 제품 티어링프리점안액 등을 비롯해 하메론점안액 등 다양한 수탁제품까지 국내 일회용점안제시장에서 선도기업의 지위를 유지.
1회용 점안제에 대한 수요 증가로 청주 공장에 제조설비 증설을 통해 연간 생산능력 확대 및 시장 점유율 상승.
출처 : 에프앤가이드"
이글벳,"아바텍,아목사실린사 등",기타 전문 도매업,"기업개요
동사는 1970년 10월 5일에 개인기업인 이글케미칼공업사를 설립하였으며, 1983년 12월 6일에 주식회사 이글케미칼 법인으로 전환하였음.
동사가 영위하는 사업은 동물약품제조, 판매 등이며 그 외 부동산 임대업과 통신판매업 및 전자상거래 등의 사업을 함께 영위하고 있음.
동물약품시장은 시중 경기가 좋으면 축산물의 소비가 늘게 되고 동물약품 또한 사용량의 증가로 사업성이 양호해지는 특징이 있음.
출처 : 에프앤가이드"
이노테라피,"의료용지혈제, 밀폐제 및 접착제",의료용품 및 기타 의약 관련제품 제조업,"기업개요
동사는 의료용 지혈제를 생산하는 바이오기업임. 이는 자연계에 존재하는 홍합의 접착원리인 카테콜아민 화학구조를 바탕으로 함.
동사의 기반 기술은 수중 환경에서 강력한 접착력을 보이는 폴리도파민 표면개질 방법을 바탕으로 하고 있음.
혈액과 즉각적으로 반응하는 혁신재료 BiMM 라이브러리를 개발하였으며 지혈, 밀폐 등 다양한 성능을 발휘하는 제품으로 다각화할 수 있어 응용 분야가 넓음.
출처 : 에프앤가이드"
이지케어텍,의료정보시스템,소프트웨어 개발 및 공급업,"기업개요
동사는 2001년 서울대학교병원 전산실을 모태로 하여, 세계적인 의료정보시스템 전문기업을 목표로 분사ㆍ설립되었음.
의료기관에 임상적, 재무적, 운영상에 필요한 다양한 디지털 헬스케어 서비스 제공 및 통합 의료정보시스템 납품.
중대형병원에 특화된 BESTCare2.0과 중소형 병원 및 의원에 특화된 Edge&Next 의료정보시스템을 빠르게 확산시킴으로써 대한민국의 의료정보산업 발전에 앞장서고 있으며,해외시장에 수출하고 있음.
출처 : 에프앤가이드"
제놀루션,"핵산추출기기 및 시약, RNAi 사업 등",기초 의약물질 및 생물학적 제제 제조업,"기업개요
동사는 유전자 기반으로 하는 분자진단기기 사업과 RNAi(Ribonucleic Acid Interference) 연구 관련 제품 생산 및 서비스 사업을 진행하는 업체임.
동사의 의료기기 가운데 체외진단의료기기 부분을 연구개발, 판매하는 것을 주요 사업으로 영위함.
분자진단기기 사업은 인체로부터 유래된 시료를 추출할 수 있는 핵산추출시약과 시료로부터 RNA/DNA를 자동으로 추출할 수 있는 자동화핵산추출기기를 판매하고 있음.
출처 : 에프앤가이드"
